Drug1_name,Drug1_CID,Drug2_name,Drug2_CID,HSA,Bliss,Loewe,ZIP,Source_DB,DB_ID
Decitabine,451668,JZL184,25021165,9.59,41.98,15.15,36.78,DrugcombPortal,1244327
NAVELBINE DITARTRATE (TN),25136944,NSC733504,6442177,6.92,0.0,5.65,0.08,DrugcombDB,427171
Erlotinib,176870,geldanamycin,5288382,1.29,-2.72,-1.55,-1.89,DrugcombPortal,44066
5-Fluorouracil,3385,Erlotinib hydrochloride,176871,4.96,3.45,3.97,5.47,DrugcombPortal,382358
EXEMESTANE,60198,NSC 85998,23615975,0.87,-0.16,0.91,-0.16,DrugcombDB,384386
GNE-3511,72547959,PANOBINOSTAT,6918837,-2.63,-3.91,-16.82,-2.03,DrugcombDB,448573
BORTEZOMIB,387447,PANOBINOSTAT,6918837,2.5,0.97,1.92,1.7,DrugcombDB,449529
Aripiprazole,60795,sildenafil,135398744,-5.06,-17.09,-5.06,-17.09,DrugcombPortal,114053
Pemetrexed,135410875,6-Thioguanine,2723601,-4.83,-11.77,-5.65,-11.13,DrugcombPortal,138322
Vincristine sulfate,249332,paclitaxel,36314,10.26,13.37,-1.09,9.32,DrugcombPortal,260392
mitotane,4211,allopurinol,135401907,0.97,4.14,0.65,6.0,DrugcombPortal,223788
Carboplatinum,38904,Varenicline,170361,-20.83,-32.42,-20.83,-32.42,DrugcombPortal,101113
VEMURAFENIB,42611257,DEXRAZOXANE,71384,14.3,7.65,11.84,6.23,DrugcombDB,401963
Veliparib,11960529,Midostaurin,9829523,-32.09,-46.2,-8.83,-15.56,DrugcombPortal,1394950
DOCETAXEL,148124,SORAFENIB,216239,4.76,5.74,4.79,1.73,DrugcombDB,246984
Perifosine,148177,IPA-3,521106,-21.08,-13.51,-20.87,0.39,DrugcombPortal,1417566
Tanespimycin,6505803,lfm-a13,54676905,-46.26,-52.74,-53.86,-20.74,DrugcombPortal,1377568
Fludarabine Base,3367,Co-V,439693,-1.78,-0.07,-2.15,0.45,DrugcombPortal,282178
IFOSFAMIDE,3690,NSC-127716,451668,-5.4,-3.93,-5.4,-0.83,DrugcombDB,248787
SORAFENIB,216239,METHOTREXATE,126941,-7.01,-4.14,-37.55,-0.33,DrugcombDB,188466
MK-1775,24856436,Sorafenib,216239,5.67,0.6,-4.47,0.91,DrugcombPortal,43651
Procarbazine hydrochloride,9703,Co-V,439693,-13.37,-8.64,-13.13,1.04,DrugcombPortal,273469
bleomycin,5360373,5-Aminolevulinic acid hydrochloride,123608,-5.07,-5.9,-23.93,-10.73,DrugcombPortal,195586
LOMUSTINE,3950,NILOTINIB,644241,-2.5,-0.81,-2.61,-7.54,DrugcombDB,379761
hydroxyurea,3657,158798-73-3,400633,-2.12,-0.14,-2.48,2.13,DrugcombPortal,282189
Pazopanib hydrochloride,11525740,158798-73-3,400633,3.7,1.34,3.58,-1.43,DrugcombPortal,364858
PIPOBROMAN,4842,NSC 85998,23615975,-2.84,1.98,-1.66,3.03,DrugcombDB,152336
Tozasertib,5494449,temozolomide,5394,-5.91,-5.27,-3.78,-1.52,DrugcombPortal,1389604
IMATINIB,5291,PANOBINOSTAT,6918837,3.51,10.62,-20.68,9.74,DrugcombDB,448444
ZOLEDRONIC ACID,68740,PLICAMYCIN,163659,-1.39,-0.63,-21.56,-0.69,DrugcombDB,239032
5-Fluorouracil,3385,CHEMBL17639,1546,-9.42,-7.05,-9.41,-3.85,DrugcombPortal,406828
DAUNORUBICIN HYDROCHLORIDE,62770,NSC256439,42890,6.1,5.55,-6.22,2.8,DrugcombDB,443401
Sunitinib,5329102,BI 2536,11364421,-22.08,-23.02,-32.47,-14.2,DrugcombPortal,1370790
Sorafenib,216239,781661-94-7,11178236,-19.12,-17.6,-17.08,-12.67,DrugcombPortal,1364586
MK-1775,24856436,Sorafenib,216239,7.44,5.42,1.81,4.42,DrugcombPortal,78164
Crizotinib,11626560,Cediranib,9933475,-11.49,-10.1,-10.44,-1.68,DrugcombPortal,1423292
CABAZITAXEL,9854073,CHEMBL277800,354624,17.85,15.06,15.37,11.82,DrugcombDB,380566
GEFITINIB,123631,TENIPOSIDE,452548,7.0,3.24,0.82,4.47,DrugcombDB,371024
paclitaxel,36314,MK-5108,24748204,8.51,3.64,1.36,4.81,DrugcombPortal,84462
TRIETHYLENEMELAMINE,5799,ALTRETAMINE,2123,-2.42,-4.17,-2.45,-4.0,DrugcombDB,230387
lomustine,3950,55-86-7,5935,0.2,-0.17,-0.45,-7.18,DrugcombPortal,428170
Sunitinib,5329102,Eloxatin (TN) (Sanofi Synthelab),24197464,-10.07,-8.28,-8.45,-3.97,DrugcombPortal,137544
Gefitinib,123631,mitomycin C,5746,4.89,2.19,4.15,-1.21,DrugcombPortal,429096
LENALIDOMIDE,216326,PEMETREXED,135410875,-18.47,-21.38,-42.3,-16.38,DrugcombDB,405417
MK-5108,24748204,ERLOTINIB,176870,3.73,-1.49,1.97,-6.58,DrugcombDB,29237
vincristine,5978,Midostaurin,9829523,-17.28,-10.11,-6.4,-9.37,DrugcombPortal,1397892
PACLITAXEL,36314,SUNITINIB,5329102,14.96,11.64,6.46,10.2,DrugcombDB,20314
"Azacytidine, 5-",1805,ifosfamide,3690,1.14,2.45,0.87,-5.93,DrugcombPortal,154701
ZOLINZA,5311,DASATINIB,3062316,3.45,3.19,2.72,-2.86,DrugcombDB,296615
IMIQUIMOD,57469,Emcyt (Pharmacia),54611422,-0.66,3.16,3.42,-1.44,DrugcombPortal,293225
MITOTANE,4211,ELOXATIN (TN) (SANOFI SYNTHELAB),24197464,0.07,0.57,-35.39,-3.51,DrugcombDB,268968
EXEMESTANE,60198,hydroxyurea,3657,-2.63,-0.74,-14.97,1.31,DrugcombPortal,401497
hydroxyurea,3657,Nilotinib,644241,-1.68,-1.42,-3.57,0.55,DrugcombPortal,169933
391210-10-9,9826528,PRT062607,44462758,6.53,7.38,5.92,4.2,DrugcombPortal,1181854
Bortezomib,387447,ADM hydrochloride,32874,11.08,7.66,10.01,7.15,DrugcombPortal,436486
Bexarotene,82146,Palbociclib,5330286,19.26,14.77,26.64,19.57,DrugcombPortal,1215149
CHEMBL17639,1546,MITOMYCINE,5746,3.51,-3.45,1.47,-5.87,DrugcombDB,295004
6-Thioguanine,2723601,methotrexate,126941,-0.76,-1.72,-4.19,-4.74,DrugcombPortal,264725
CARBOPLATIN,426756,MK-5108,24748204,8.56,1.99,4.89,2.42,DrugcombDB,43768
ZOLINZA,5311,NSC-127716,451668,-0.63,-0.76,-3.88,-6.4,DrugcombDB,274214
raloxifene,5035,chlorambucil,2708,1.76,4.11,1.47,4.44,DrugcombPortal,198191
L778123,216453,BEZ-235,11977753,8.88,3.23,-4.62,3.1,DrugcombDB,78833
Vepesid J,36462,CHEMBL17639,1546,-1.47,-2.49,-3.16,-2.24,DrugcombPortal,404685
Sunitinib,5329102,MITHRAMYCIN,163659,-2.04,-1.17,-20.86,2.16,DrugcombPortal,292000
Crizotinib,11626560,Abiraterone,132971,3.02,3.61,-2.49,-6.82,DrugcombPortal,431812
PACLITAXEL,36314,CISPLATINO,441203,1.26,-1.38,0.69,-5.03,DrugcombDB,152511
vinblastine,13342,891494-63-6,46239015,4.63,0.75,-3.23,0.54,DrugcombPortal,54779
EXEMESTANE,60198,5-Aminolevulinic acid hydrochloride,123608,-0.93,-1.84,-12.36,-4.02,DrugcombPortal,308307
celecoxib,2662,temozolomide,5394,-0.79,0.2,-1.19,0.09,DrugcombPortal,164476
Darinaparsin,11683005,GSK 650394,25022668,-31.77,-47.75,-36.28,-19.07,DrugcombPortal,1422572
Axitinib,6450551,cyclophosphamide,2907,-2.81,1.32,-2.66,2.66,DrugcombPortal,358018
mitomycin C,5746,Carfilzomib,11556711,-0.96,0.55,-16.32,5.81,DrugcombPortal,465525
841290-80-0,11213558,Tipifarnib,159324,-0.26,-3.12,-2.34,-0.53,DrugcombPortal,1376200
Melphalan hydrochloride,9927978,ADM hydrochloride,32874,0.64,-2.26,-9.67,-1.73,DrugcombPortal,439252
DOXORUBICIN,31703,SORAFENIB,216239,-8.04,-14.81,-16.44,-12.41,DrugcombDB,12084
anastrozole,2187,Procarbazine hydrochloride,9703,-3.35,0.15,-1.17,1.78,DrugcombPortal,257057
Fingolimod,107970,Vorinostat,5311,-6.4,-0.58,-7.76,3.72,DrugcombPortal,1272267
TRIETHYLENEMELAMINE,5799,IXABEPILONE,6445540,2.81,-0.63,0.0,3.41,DrugcombDB,208111
ELOXATIN (TN) (SANOFI SYNTHELAB),24197464,NSC-127716,451668,-5.34,-0.43,-4.9,0.81,DrugcombDB,245587
foscarnet,3415,Halofantrine,37393,4.14,3.48,4.07,3.48,DrugcombPortal,121218
BUSULFAN,2478,ERLOTINIB HYDROCHLORIDE,176871,0.6,0.94,-4.63,-0.91,DrugcombDB,153431
Perifosine,148177,218137-86-1,4248455,-15.53,42.89,-21.37,22.61,DrugcombPortal,1336598
MK-5108,24748204,DASATINIB,3062316,7.86,0.18,5.29,-1.4,DrugcombDB,10702
158798-73-3,400633,Trisenox,14888,4.61,1.61,-18.57,3.03,DrugcombPortal,231626
RALOXIFENE,5035,AMIFOSTINE,2141,-1.88,4.13,0.0,4.92,DrugcombDB,260239
Selumetinib,10127622,OSU-03012,10027278,-10.36,-3.34,-15.18,-6.66,DrugcombPortal,1357725
VISMODEGIB,24776445,THIOTEPA,5453,-9.85,-4.39,-25.41,-2.84,DrugcombDB,400167
PF-04691502,25033539,OLAPARIB,23725625,5.16,1.17,2.01,1.44,DrugcombDB,461755
MITOXANTRONE,4212,VINCRISTINE SULFATE,249332,7.25,8.17,4.93,4.91,DrugcombDB,196733
Carboplatinum,38904,MK-1775,24856436,7.29,2.48,2.54,3.23,DrugcombPortal,7158
Nutlin-3,216345,Cardamonin,641785,4.52,22.21,-16.27,24.53,DrugcombPortal,1321628
Decitabine,451668,Darinaparsin,11683005,-12.85,-21.56,-5.85,-17.15,DrugcombPortal,1243703
Melphalan hydrochloride,9927978,CHEMBL17639,1546,1.06,0.33,-2.61,-6.49,DrugcombPortal,406679
5-Fluorouracil,3385,55-86-7,5935,-11.1,-11.65,-12.05,-6.39,DrugcombPortal,424900
NSC733504,6442177,cyclophosphamide,2907,-0.09,0.77,0.75,1.78,DrugcombPortal,268150
MEGESTROL ACETATE,11683,LETROZOLE,3902,-8.68,-2.98,-8.29,2.43,DrugcombDB,399768
BMS-754807,24785538,Navitoclax (ABT-263),24978538,-0.096,1.347,-6.717,-2.988,DrugcombDB,491117
Uramustine,6194,Vinblastine sulfate,241902,-3.12,-3.56,-22.99,-2.98,DrugcombPortal,395209
irinotecan,60838,buspirone,2477,-14.16,-14.58,-14.16,-14.58,DrugcombPortal,127529
ABIRATERONE,132971,LAPATINIB,208908,-2.39,-2.63,-4.1,-2.63,DrugcombDB,324935
paclitaxel,36314,Lapatinib,208908,5.41,3.9,3.23,2.84,DrugcombPortal,276497
BORTEZOMIB,387447,TOPOTECAN,60700,1.19,-0.88,-5.03,0.7,DrugcombDB,85227
miconazole,4189,Isoreserpin,5052,-3.4,-3.87,-6.71,-5.93,DrugcombPortal,1463702
ANTIBIOTIC AY 22989,5284616,AMIFOSTINE,2141,-0.52,0.0,-0.52,-1.62,DrugcombDB,236111
Triethylenemelamine,5799,Co-V,439693,-2.4,-3.4,-2.78,-0.8,DrugcombPortal,217293
LAPATINIB,208908,NSC 85998,23615975,-0.78,3.71,2.67,3.33,DrugcombDB,236690
Pazopanib hydrochloride,11525740,anastrozole,2187,-2.12,1.3,-1.14,1.98,DrugcombPortal,408742
MK-5108,24748204,TOPOTECAN,60700,12.73,9.8,4.71,11.05,DrugcombDB,10747
Niraparib,24958200,topotecan,60700,16.46,11.04,11.07,11.86,DrugcombPortal,22247
VEMURAFENIB,42611257,VEMURAFENIB,42611257,1.64,1.92,-0.29,-2.3,DrugcombDB,384698
LAPATINIB,208908,PD325901,9826528,10.79,-0.92,7.62,-0.71,DrugcombDB,67548
Nilotinib,644241,PF-562271,11713159,-22.99,-11.56,-34.99,-11.44,DrugcombPortal,1315543
CARBOPLATIN,426756,SORAFENIB,216239,-5.93,-3.03,-20.98,-1.54,DrugcombDB,194910
ADM hydrochloride,32874,Eloxatin (TN) (Sanofi Synthelab),24197464,-0.08,0.83,-2.23,-5.15,DrugcombPortal,152958
Doramapimod,156422,10058-F4,1271002,2.31,8.85,-0.82,1.05,DrugcombPortal,1176721
CYTARABINE HYDROCHLORIDE,6252,Carboplatinum,38904,4.02,5.77,-1.6,-0.71,DrugcombPortal,278744
Lapatinib,208908,GW9662,644213,-29.31,-35.11,-12.76,-17.96,DrugcombPortal,1299345
Sunitinib,5329102,Trisenox,14888,0.75,1.55,-3.37,0.38,DrugcombPortal,241401
Navelbine ditartrate (TN),25136944,5-Fluoro-2'-deoxyuridine,5790,-3.38,-8.65,-7.18,-6.46,DrugcombPortal,375549
IXABEPILONE,6445540,CISPLATINO,441203,0.62,-1.39,-3.03,-0.75,DrugcombDB,259252
AZACYTIDINE,9444,IXABEPILONE,6445540,4.26,-0.67,3.33,0.38,DrugcombDB,219833
Zanosar,23615975,Ixabepilone,6445540,4.23,3.66,-14.3,3.36,DrugcombPortal,207686
SN-38,104842,MERCAPTOPURINE,667490,-7.65,1.88,-66.21,2.52,DrugcombDB,289136
TEMOZOLOMIDE,5394,ERLOTINIB,176870,2.38,0.46,-11.84,-6.53,DrugcombDB,36484
ANTIBIOTIC AD 32,41744,AMINOLEVULINIC ACID HYDROCHLORIDE,123608,-1.12,-3.08,-28.45,-5.67,DrugcombDB,282279
Vemurafenib,42611257,temozolomide,5394,-2.42,0.39,-2.71,1.22,DrugcombPortal,299145
CHEMBL3348843,59428238,717906-29-1,11598628,-3.95,-4.43,-12.11,-0.01,DrugcombPortal,453999
PACLITAXEL,36314,ROMIDEPSIN,5352062,2.15,-0.77,-5.93,-5.63,DrugcombDB,273769
CHLORAMBUCIL,2708,CARBOPLATIN,426756,-1.34,-6.71,-3.55,-14.68,DrugcombDB,353683
SN-38,104842,THALIDOMIDE,5426,-3.61,-2.55,-33.13,-5.64,DrugcombDB,246802
ADM hydrochloride,32874,6-Thioguanine,2723601,0.62,0.86,-4.68,-1.76,DrugcombPortal,167868
CARBOPLATIN,426756,DINACICLIB,46926350,6.89,7.62,-0.15,4.97,DrugcombDB,4905
Lenalidomide,216326,Vepesid J,36462,8.55,5.81,-12.39,3.53,DrugcombPortal,345386
METHOXSALEN,4114,CISPLATINO,441203,-0.37,3.55,-2.38,-0.45,DrugcombDB,148600
PHA-793887,46191454,1268524-70-4,46907787,11.01,28.75,7.74,23.93,DrugcombPortal,456716
ANTIBIOTIC AD 32,41744,CYCLOPHOSPHAMIDE,2907,-5.92,-5.58,-14.67,-0.56,DrugcombDB,219963
Sorafenib,216239,Bendamustine hydrochloride,77082,-0.19,4.67,-1.05,3.21,DrugcombPortal,237015
Dexrazoxane,71384,Zanosar,23615975,4.78,2.88,3.83,-3.76,DrugcombPortal,394263
ceritinib,57379345,PONATINIB,24826799,4.71,12.3,4.59,10.58,DrugcombPortal,462349
MK-2206,24964624,Dasatinib,3062316,0.77,-6.11,-0.37,-4.71,DrugcombPortal,63185
VEMURAFENIB,42611257,PAZOPANIB HYDROCHLORIDE,11525740,9.74,10.5,10.41,-0.15,DrugcombDB,411849
5-FU,3385,TEMOZOLOMIDE,5394,-2.19,0.59,-11.12,2.19,DrugcombDB,417320
Vincristine sulfate,249332,ADM hydrochloride,32874,0.64,2.03,-4.26,-6.39,DrugcombPortal,270654
BMS-536924,135440466,Elesclomol,300471,-1.85,60.61,-1.2,25.18,DrugcombPortal,1222757
Vincristine sulfate,249332,hydroxyurea,3657,-1.41,-2.77,0.6,-1.32,DrugcombPortal,135578
Nilotinib,644241,GSK0660,46233311,10.63,47.8,3.15,19.57,DrugcombPortal,1314419
Crizotinib,11626560,actinomycin D,457193,14.92,16.38,14.86,12.61,DrugcombPortal,359856
Enzastaurin,176167,Tideglusib,11313622,-11.49,-22.05,-20.22,-15.57,DrugcombPortal,1435487
Bortezomib,387447,Dasatinib,3062316,6.53,15.23,-1.58,8.75,DrugcombPortal,1223654
DASATINIB,3062316,MECHLORETHAMINE HYDROCHLORIDE,5935,3.28,2.14,2.87,0.14,DrugcombDB,156721
5-Fluoro-2'-deoxyuridine,5790,Ixabepilone,6445540,0.32,-2.61,-1.21,-3.01,DrugcombPortal,153192
Bortezomib,387447,Dasatinib,3062316,4.69,2.83,2.25,2.2,DrugcombPortal,32348
Deforolimus,11520894,topotecan,60700,12.65,5.53,8.77,5.86,DrugcombPortal,29311
"Azacytidine, 5-",1805,bleomycin,5360373,2.19,-3.86,0.53,-12.68,DrugcombPortal,270814
Pemetrexed,135410875,TOPOTECAN HYDROCHLORIDE,60699,-0.95,-3.97,-9.2,-9.17,DrugcombPortal,334874
THIOTEPA,5453,NSC 85998,23615975,3.26,1.62,-16.04,0.32,DrugcombDB,215885
METHOTREXATE,126941,LAPATINIB,208908,-0.04,-3.85,-12.04,-3.56,DrugcombDB,39950
"Azacytidine, 5-",1805,mitotane,4211,0.95,2.1,4.05,5.26,DrugcombPortal,212822
MELPHALAN HYDROCHLORIDE,9927978,THIOGUANINE,2723601,0.09,1.25,-8.52,-4.92,DrugcombDB,152786
mitoxantrone,4212,mitomycin C,5746,9.72,4.59,3.15,4.4,DrugcombPortal,407400
BI-78D3,2747117,Cediranib,9933475,-2.83,89.78,-16.04,46.07,DrugcombPortal,1216571
TEMOZOLOMIDE,5394,BUSULFAN,2478,3.93,1.19,1.24,-2.63,DrugcombDB,297254
PEMETREXED,135410875,PLICAMYCIN,163659,-7.33,-6.97,-7.44,-2.9,DrugcombDB,357283
Nilotinib,644241,cis-Platin,441203,1.95,2.52,0.46,-0.42,DrugcombPortal,287448
Bexarotene,82146,IPA-3,521106,22.36,31.21,22.72,23.37,DrugcombPortal,1214669
Pazopanib,10113978,Vatalanib,151194,-3.56,12.71,-4.84,-5.6,DrugcombPortal,1334962
DASATINIB,3062316,DINACICLIB,46926350,5.04,1.21,3.24,2.82,DrugcombDB,25791
MK-4827,24958200,PD325901,9826528,-4.99,-9.73,-12.18,-6.74,DrugcombDB,68052
Mycophenolate mofetil,5281078,Sertraline hydrochloride,63009,6.668,-0.91,1.969,-0.559,DrugcombDB,491509
Quinacrine hydrochloride,6239,pipobroman,4842,4.39,4.53,-0.13,-5.25,DrugcombPortal,192142
temozolomide,5394,122111-05-1,46781465,-8.58,-7.04,-19.06,-2.16,DrugcombPortal,256761
5-Fluoro-2'-deoxyuridine,5790,Vorinostat,5311,-1.37,-2.22,-1.26,-4.82,DrugcombPortal,293341
Lapatinib,208908,dorsomorphin,11524144,9.01,11.15,15.16,15.21,DrugcombPortal,1298921
GELDANAMYCIN,5288382,SN-38,104842,-1.59,-3.81,-8.07,-4.47,DrugcombDB,19237
L778123,216453,LAPATINIB,208908,12.84,6.97,7.82,6.96,DrugcombDB,23922
mitomycin C,5746,Dasatinib,3062316,11.94,24.85,-6.61,24.85,DrugcombPortal,42344
Vandetanib,3081361,cis-Platin,441203,-0.78,1.76,-3.47,-0.16,DrugcombPortal,313336
Vorinostat,5311,ADM hydrochloride,32874,-3.6,-6.64,-3.83,-7.28,DrugcombPortal,158594
CARBOPLATIN,426756,SUNITINIB,5329102,12.84,3.19,9.25,3.3,DrugcombDB,80635
METHOTREXATE,126941,NSC256439,42890,-22.84,-30.25,-24.33,-18.45,DrugcombDB,435169
ANTIBIOTIC AD 32,41744,ANASTROZOLE,2187,-3.08,-4.33,-3.46,-0.19,DrugcombDB,157071
PD325901,9826528,DINACICLIB,46926350,5.54,2.72,2.67,-0.64,DrugcombDB,47501
AZACYTIDINE,9444,EMCYT (PHARMACIA),54611422,-2.5,-5.06,-3.78,-11.85,DrugcombDB,263170
Panobinostat,6918837,BKM-120,16654980,4.971,11.081,1.814,12.276,DrugcombDB,484496
CABAZITAXEL,9854073,7803-88-5,96312,14.26,13.51,-15.95,14.44,DrugcombPortal,324587
IPA-3,521106,TCS JNK 5a,766949,-38.04,-36.34,-28.55,-0.76,DrugcombPortal,1293737
CYTARABINE HYDROCHLORIDE,6252,Quinacrine hydrochloride,6239,0.83,-0.63,0.73,-4.66,DrugcombPortal,162620
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,CISPLATINO,441203,-1.12,-2.9,-18.73,-2.0,DrugcombDB,154800
TETRABENAZINE,6018,DEXCHLORPHENIRAMINE,33036,-9.44,-24.12,-9.44,-24.12,DrugcombPortal,98462
VX-702,10341154,XL147,1893730,-25.63,-11.1,0.73,2.47,DrugcombPortal,1407986
LOMUSTINE,3950,CYCLOPHOSPHAMIDE,2907,3.52,4.93,-20.1,0.54,DrugcombDB,351117
CABAZITAXEL,9854073,QUINACRINE HYDROCHLORIDE,6239,1.99,-1.65,-1.44,3.84,DrugcombDB,332162
Nutlin-3,216345,PLX-4720,24180719,-23.71,-19.87,-29.6,-7.63,DrugcombPortal,1424581
Axitinib,6450551,actinomycin D,457193,25.57,22.68,-13.22,25.71,DrugcombPortal,359978
INK-128,45375953,Methylene blue,6099,-9.293,2.077,-15.202,6.494,DrugcombDB,475559
PACLITAXEL,36314,MERCAPTOPURINE,667490,-2.05,-5.02,-3.26,-10.68,DrugcombDB,217686
MRK-003,15953832,MK-5108,24748204,9.43,6.92,4.57,1.54,DrugcombDB,27071
temozolomide,5394,Niraparib,24958200,23.06,29.79,8.99,32.01,DrugcombPortal,18181
TEMOZOLOMIDE,5394,AMIFOSTINE,2141,3.79,10.36,4.57,6.88,DrugcombDB,142758
paclitaxel,36314,MK-1775,24856436,10.57,8.53,5.44,8.9,DrugcombPortal,65992
Palbociclib,5330286,dorsomorphin,11524144,-3.99,-10.45,-14.08,-10.02,DrugcombPortal,1329897
DASATINIB,3062316,PIPOBROMAN,4842,18.46,13.17,15.66,13.28,DrugcombDB,162587
CYCLOPHOSPHAMIDE,2907,SUNITINIB,5329102,15.65,18.04,17.79,21.19,DrugcombDB,41555
paclitaxel,36314,methoxsalen,4114,-15.03,-15.89,-35.26,-5.85,DrugcombPortal,148221
CRIZOTINIB,11626560,ZOLINZA,5311,1.23,1.23,0.21,-3.6,DrugcombDB,413051
GSK2334470,46215815,GSK429286A,11373846,-7.16,-11.21,-9.36,-11.67,DrugcombPortal,1183714
MK-4541,59691338,Bortezomib,387447,-8.13,-8.77,-9.88,-0.6,DrugcombPortal,83969
Doramapimod,156422,391210-10-9,9826528,-4.47,2.39,-8.96,4.58,DrugcombPortal,1181619
THIOGUANINE,2723601,BENDAMUSTINE HYDROCHLORIDE,77082,-0.21,0.57,-21.23,-0.96,DrugcombDB,420329
dacarbazine,135398738,Romidepsin,5352062,-5.59,-6.05,-26.48,-9.22,DrugcombPortal,315716
AZACYTIDINE,9444,BORTEZOMIB,387447,-11.8,-14.18,-14.18,-8.47,DrugcombDB,261142
TAMOXIFEN CITRATE,2733525,AZACYTIDINE,9444,5.1,7.26,2.5,-2.23,DrugcombDB,292106
Y-39983 dihydrochloride 2/3 H2O,73013358,Darinaparsin,11683005,-28.66,-30.61,-38.18,-19.6,DrugcombPortal,1416290
23541-50-6,62770,Vemurafenib,42611257,16.42,17.8,-33.74,18.05,DrugcombPortal,364798
CABAZITAXEL,9854073,Vepesid J,36462,2.02,-4.17,0.63,-3.62,DrugcombPortal,336057
Flecainide acetate,41022,Lumefantrine,6437380,0.937,1.638,-55.729,1.552,DrugcombDB,472264
MITHRAMYCIN,163659,mitotane,4211,3.42,5.92,-38.25,3.79,DrugcombPortal,274964
VISMODEGIB,24776445,CRIZOTINIB,11626560,-11.77,-5.6,-51.87,-3.8,DrugcombDB,319901
Tipifarnib,159324,FH535,3463933,-12.36,-4.31,-14.81,-13.2,DrugcombPortal,1385294
CYCLOGUANIL,9049,PARGYLINE,4688,10.32,-3.69,10.32,-3.69,DrugcombDB,115982
Vandetanib,3081361,23541-50-6,62770,13.12,13.19,-21.93,9.28,DrugcombPortal,409091
MITOMYCINE,5746,MK-5108,24748204,0.75,-5.56,-12.4,-5.94,DrugcombDB,21961
Elesclomol,300471,TCS 401,56972185,6.0,42.73,-8.33,29.41,DrugcombPortal,1366358
ANTIBIOTIC AY 22989,5284616,NSC-127716,451668,2.05,0.84,1.46,-7.42,DrugcombDB,285926
ANTIBIOTIC AD 32,41744,IMIQUIMOD,57469,-7.03,-7.26,-7.72,-2.79,DrugcombDB,150977
Triethylenemelamine,5799,methoxsalen,4114,0.9,0.87,-4.16,-1.74,DrugcombPortal,271265
BMS-3,73265272,SCHEMBL224883,11717641,-15.11,-11.82,-17.15,-5.67,DrugcombPortal,456401
VINBLASTINE,13342,ABT-888,45480520,-4.41,-3.56,-57.67,0.34,DrugcombDB,63982
RALOXIFENE,5035,ROMIDEPSIN,5352062,-1.94,10.29,-80.35,10.82,DrugcombDB,256437
EXEMESTANE,60198,QUINACRINE HYDROCHLORIDE,6239,-4.62,-4.45,-11.21,-8.44,DrugcombDB,329430
CHLORAMBUCIL,2708,THALIDOMIDE,5426,1.49,2.26,-3.98,0.23,DrugcombDB,376570
Nilotinib,644241,Co-V,439693,-8.06,-3.89,-7.86,2.71,DrugcombPortal,270913
CRIZOTINIB,11626560,IFOSFAMIDE,3690,-7.74,-5.8,-7.12,0.08,DrugcombDB,356720
Imatinib,5291,Triethylenemelamine,5799,-6.48,-3.73,-15.52,-3.0,DrugcombPortal,230773
raloxifene,5035,7-Ethyl-10-hydroxycamptothecin,104842,-0.76,5.15,-10.29,-0.86,DrugcombPortal,245409
MRK003,15953832,mitomycin C,5746,1.58,-0.35,-12.27,1.77,DrugcombPortal,20165
LOMUSTINE,3950,BORTEZOMIB,387447,-1.28,-3.87,-1.5,-3.94,DrugcombDB,303602
FLUDARABINE BASE,3367,PRALATREXATE,148121,2.85,-0.07,-11.25,0.54,DrugcombDB,282232
ZOLINZA,5311,IMIQUIMOD,57469,0.79,3.33,0.66,-0.73,DrugcombDB,139826
Dihydroergotamine,10531,NITD609,44469321,-1.5,1.253,-25.862,0.412,DrugcombDB,468911
MITOXANTRONE,4212,TOPOTECAN HYDROCHLORIDE,60699,-3.98,-8.76,-5.9,-7.42,DrugcombDB,325335
6-Thioguanine,2723601,Vemurafenib,42611257,-2.87,-2.37,-5.26,-5.32,DrugcombPortal,363240
Bortezomib,387447,915019-65-7,11977753,5.88,3.91,0.27,3.68,DrugcombPortal,85190
MECAMYLAMINE,4032,DIHYDROERGOTAMINE,10531,3.67,-10.62,3.67,-10.62,DrugcombDB,111719
PAZOPANIB HYDROCHLORIDE,11525740,LAPATINIB,208908,-6.46,-2.45,-5.35,2.84,DrugcombDB,324683
BLEOMYCIN,5360373,THALIDOMIDE,5426,0.35,4.21,-15.16,4.94,DrugcombDB,218090
Ruxolitinib,25126798,EXEMESTANE,60198,0.96,0.38,-11.46,-1.19,DrugcombPortal,397057
TRIETHYLENEMELAMINE,5799,AMINOLEVULINIC ACID HYDROCHLORIDE,123608,2.87,7.03,1.97,-0.22,DrugcombDB,262214
CARBOPLATIN,426756,MK-4827,24958200,6.2,6.5,-34.71,3.76,DrugcombDB,59926
Enzastaurin,176167,FH535,3463933,-23.83,-15.81,-25.98,-7.05,DrugcombPortal,1256075
Fingolimod,107970,14913-33-8,5702198,-0.34,2.79,-2.94,-9.32,DrugcombPortal,1269758
Dovitinib,135398510,Ku-0063794,16736978,-3.68,23.96,-6.13,7.93,DrugcombPortal,1250449
BLEOMYCIN,5360373,ARSENIC TRIOXIDE,14888,5.81,0.2,1.68,-5.57,DrugcombDB,193459
Tamoxifen citrate,2733525,hydroxyurea,3657,-1.06,-2.34,-1.73,-2.45,DrugcombPortal,231202
