cas_number,Drug_name,table_link,db_id,indication
1197953-54-0,Brigatinib,2259X1918,,"The anaplastic lymphoma kinase positive, metastatic non-small cell lung cancer (ALK+ NSCLC), represents only 3-5% of the NSCLC cancer cases, but the ALK mutation, overexpression and presence in several oncogenic fusion proteins in solid and hematologic tumors have pointed out the importance as well as its potential as a cancer therapy target.[A31311] The ALK-related cases of NSCLC are associated with the presence of the fusion gene EML4-ALK which fused the ALK protein with the echinoderm microtubule-associated protein like-4 whose original function is the correct formation of microtubules.[A31313] The presence of the aberrant fusion protein results in abnormal signaling that provokes increased cell growth, proliferation and survival.[A31316] Crizotinib is indicated for the treatment of such cases but the presence of ALK kinase domain mutations confer resistance to the treatment. Thus, brigatinib is indicated for the treatment of patients with ALK+ NSCLC with intolerance to Crizotinib.[A31314]"
158747-02-5,Frovatriptan,2260X1637,DB00998,For the acute treatment of migraine attacks with or without aura in adults.
58-54-8,Etacrynic acid,2261X1634,DB00903,"For the treatment of high blood pressure and edema caused by diseases like congestive heart failure, liver failure, and kidney failure."
111011-63-3,Efonidipine,2261X1862,,For the treatment of hypertension.
469-62-5,Dextropropoxyphene,2262X1624,DB00647,For the relief of mild to moderate pain
177036-94-1,Ambrisentan,2262X1779,,"Ambrisentan is indicated for treatment of idiopathic (‘primary’) pulmonary arterial hypertension (IPAH) and pulmonary arterial hypertension (PAH) associated with connective tissue disease in patients with WHO functional class II or III symptoms. In the United States of America, ambrisentan is also indicated in combination with tadalafil to reduce the risks of disease progression and hospitalization for worsening PAH, and to improve exercise ability."
877399-52-5,Crizotinib,2262X1849,DB08865,Crizotinib is used for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) that is anaplastic-lymphoma kinase (ALK)-positive as detected by a FDA-approved test.
113-45-1,Methylphenidate,2263X1617,DB00422,"For use as an integral part of a total treatment program which typically includes other remedial measures (psychological, educational, social) for a stabilizing effect in children with a behavioral syndrome characterized by the following group of developmentally inappropriate symptoms: moderate-to-severe distractibility, short attention span, hyperactivity, emotional lability, and impulsivity."
509-60-4,Dihydromorphine,2263X1651,,Dihydromorphine is an opioid analgesic used for moderate to severe pain relief.
794466-70-9,Vernakalant,2263X1776,,Indicated for the rapid conversion of recent onset of atrial fibrillation to sinus rhythm in adults for non-surgery patients that lasts for less than 7 days of duration and post-cardiac surgery patients with atrial fibrillation lasting less than 3 days of duration.
532-03-6,Methocarbamol,2264X1617,DB00423,"For use as an adjunct to rest, physical therapy, and other measures for the relief of discomforts associated with acute, painful musculoskeletal conditions."
196618-13-0,Oseltamivir,2265X1610,DB00198,Oseltamivir (Tamiflu) is for the treatment of uncomplicated acute illness due to influenza infection in patients 1 year and older who have been symptomatic for no more than 2 days. It is also used for the prophylaxis of influenza in adult patients and adolescents 13 years and older.
432-60-0,Allylestrenol,2265X1647,,"Allylestrenol was designed to be used for miscarriage prevention, prevention of premature labour and has been investigated for possible use in men for treatment for benign prostatic hyperplasia."
58581-89-8,Azelastine,1866X1638,DB00972,"For the symptomatic treatment of seasonal allergic rhinitis and non-allergic rhinitis, as well as symptomatic relief of ocular itching associated with allergic conjunctivitis."
288628-05-7,Irosustat,1866X1676,DB02292,
,Omega-3-carboxylic acids,1867X1870,,"OM3-CA is indicated as an adjunct to diet to reduce triglycerides levels in adults patients with severe hypertriglyceridemia (>500 mg/dL). The patients involved in this treatment should be laced with an appropriate lipid-lowering diet.[L2387]    Hypertriglyceridemia is defined as an elevated plasma triglyceride concentration. It is usually correlated to other secondary conditions such as poor diet, alcohol use, obesity, metabolic syndrome and type 2 diabetes.[A32630]"
721-50-6,Prilocaine,1868X1631,DB00750,Used as a local anaesthetic and is often used in dentistry.
1192451-26-5,Turoctocog alfa,1868X1860,,Turoctocog alfa is indicated for the treatment and prophylaxis of bleedings in patients presenting hemophilia A.[L1105] The treatment with turoctocog alfa is related with its use to control bleeding episodes or as a perioperative management.[L1106] Hemophilia A is a hereditary hemorrhagic disorder generated by the congenital deficit of the coagulation factor VIII. This disease is manifested as excessive spontaneous or trauma-driven bleeding. The coagulation factor VIII is a robust initiator of thrombin which is later required for the generation of fibrin to form a platelet plug and its gene is expressed in the X chromosome.[A31505]
55985-32-5,Nicardipine,1869X1627,DB00622,Used for the management of patients with chronic stable angina and for the treatment of hypertension.
67-73-2,Fluocinolone Acetonide,1870X1626,DB00591,For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses. Also for the treatment of chronic non-infectious uveitis affecting the posterior segment of the eye (Retisert).
68767-14-6,Loxoprofen,1870X1863,,"Loxoprofen is non-steroidal anti-inflammatory medication (NSAID) indicated for pain and inflammation related to musculoskeletal and joint disorders [L1226].   In addition to its effects on pain, it is an antipyretic and anti-inflammatory medication [L1227]."
1356-18-9,Cryptenamine,1871X1632,DB00785,For the treatment of hypertension.
868049-49-4,Olodaterol,1871X1859,,"Olodaterol is indicated for use in chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema. It is not indicated for the treatment of acute exacerbations of COPD or for the treatment of asthma."
77-67-8,Ethosuximide,1872X1626,DB00593,For the treatment of petit mal epilepsy.
22161-81-5,Dexketoprofen,1872X1863,,"For short-term treatment of mild to moderate pain, including dysmenorrhoea, musculoskeletal pain and toothache [L1302]."
103775-10-6,Moexipril,1873X1629,DB00691,For the treatment of hypertension.
,Reslizumab,1873X1786,,Indicated for the add-on maintenance treatment of patients with severe asthma aged 18 years and older with an eosinophilic phenotype.
503068-34-6,Vilanterol,1873X1859,DB09082,"Vilanterol is approved for use in several combination products such as with fluticasone furoate under the tradename Breo Ellipta and in combination with umeclidinium bromide as Anoro Ellipta. Approved by the FDA in 2013, use of Breo Ellipta is indicated for the long-term, once-daily maintenance treatment of airflow obstruction in patients with COPD, including chronic bronchitis and emphysema. It is also indicated for once-daily maintenance treatment of asthma in patients aged 18 or older with reversible obstructive airways disease."
63675-72-9,Nisoldipine,1874X1620,DB00401,For the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.
51-64-9,Dextroamphetamine,1874X1655,,Used to treat attention deficit hyperactivity disorder (ADHD).
53714-56-0,Leuprolide,1875X1608,DB00007,"For treatment of prostate cancer, endometriosis, uterine fibroids and premature puberty"
128196-01-0,Escitalopram,1875X1644,DB01175,Labeled indications include major depressive disorder (MDD) and generalized anxiety disorder (GAD). Unlabeled indications include treatment of mild dementia-associated agitation in nonpsychotic patients.
174630-04-7,Reversin 121,1875X1957,,
68506-86-5,Vigabatrin,1876X1641,DB01080,"For use as an adjunct in treatment resistant epilepsy, refractory complex partial seizures, and secondary generalized seizures. It is also used as monotherapy in infantile spasms in West syndrome."
55-63-0,Nitroglycerin,1877X1630,DB00727,For the prevention of angina
147084-10-4,Alcaftadine,1877X1790,,For the prevention of itching associated with allergic conjunctivitis.
936563-96-1,Ibrutinib,1877X1858,,"Ibrutinib acquired an accelerated approval for the treatment of mantle cell lymphoma who have received at least one prior therapy.[FDA label] Mantle cell lymphoma (MCL) is a B-cell non-Hodgkin lymphoma that develops in the outer edge of a lymph node. MCL is usually diagnosed at late stages and it is easily spread into bone marrow, spleen, liver and gastrointestinal tract.[L1929]    Ibrutinib is indicated for the treatment of chronic lymphocytic leukemia (CLL) who have at least one prior therapy.[FDA label] CLL is a type of cancer caused by an overproduction of lymphocytes by the bone marrow. Some of the symptoms include swollen lymph nodes and tiredness.[L1931]    Ibrutinib is indicated for the treatment of chronic lymphocytic leukemia (CLL) with 17p deletion.[FDA label] CLL with 17p is a type of leukemia in which a deletion in 17p disrupts the tumor suppressor p53 by deleting one allele of the TP53 gene. The remaining allele is mainly inactivated and thus, this type of leukemia is unresponsive to p53-dependent treatments.[A32305]    Ibrutinib is indicated for the treatment of patients with Waldenstrom's Macroglobulinemia (WM).[FDA label] WM, also called lymphoplasmacytic lymphoma, is a type of non-Hodgkin lymphoma in which the cancer cells make large amounts of macroglobulin. The macroglobulin is a monoclonal protein that corresponds to the type of IgM antibodies and the unrestricted formation of this protein causes typical symptoms such as excessive bleeding and effects in vision and nervous system.[L1934]"
123318-82-1,Clofarabine,1878X1626,DB00631,For the treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphocytic (lymphoblastic) leukemia after at least two prior regimens. It is designated as an orphan drug by the FDA for this use.
162635-04-3,Temsirolimus,1878X1780,,"For the treatment of renal cell carcinoma (RCC). Also investigated for use/treatment in breast cancer, lymphoma (unspecified), rheumatoid arthritis, and multiple myeloma."
475479-34-6,Aleglitazar,1878X1853,DB08915,Investigated for use in patients with type II diabetes to reduce their risks of cardiovascular mortality and morbidity.
26839-75-8,Timolol,1879X1618,DB00373,"In its oral form it is used to treat high blood pressure and prevent heart attacks, and occasionally to prevent migraine headaches. In its opthalmic form it is used to treat open-angle and occasionally secondary glaucoma."
53643-48-4,Vindesine,1880X1616,DB00309,"For the treatment of acute leukaemia, malignant lymphoma, Hodgkin's disease, acute erythraemia and acute panmyelosis"
